tx_id,timestamp,segment,day_type,items,batch_no
861,2026-02-02T23:40:00Z,dinner,weekday,"Donut, Nuggets",5
862,2026-02-02T23:57:00Z,dinner,weekday,"Extra Rice, Water",5
863,2026-02-03T00:14:00Z,dinner,weekday,Iced Tea,5
864,2026-02-03T00:31:00Z,dinner,weekday,"Sisig Rice, Water",5
865,2026-02-03T00:48:00Z,dinner,weekday,Chicken Rice,5
866,2026-02-03T01:05:00Z,dinner,weekday,"Extra Rice, Lumpia, Spaghetti",5
867,2026-02-03T01:22:00Z,dinner,weekday,Lumpia,5
868,2026-02-03T01:39:00Z,dinner,weekday,"Coffee, Extra Sauce, Fries, Sisig Rice",5
869,2026-02-03T01:56:00Z,dinner,weekday,"Cheese Stick, Chicken Rice, Fries, Sisig Rice",5
870,2026-02-03T02:13:00Z,dinner,weekday,"Burger, Cheese Stick, Soda",5
871,2026-02-03T02:30:00Z,dinner,weekday,"Fries, Lumpia, Nuggets, Sisig Rice, Soda",5
872,2026-02-03T02:47:00Z,dinner,weekday,"Cheese Stick, Fries, Lumpia, Nuggets",5
873,2026-02-03T03:04:00Z,dinner,weekday,"Burger, Fries, Iced Tea",5
874,2026-02-03T03:21:00Z,dinner,weekday,"Burger, Coffee, Donut",5
875,2026-02-03T03:38:00Z,dinner,weekday,"Chicken Rice, Nuggets",5
876,2026-02-03T03:55:00Z,dinner,weekday,"Coffee, Extra Rice",5
877,2026-02-03T04:12:00Z,dinner,weekday,"Burger, Cheese Stick, Chicken Rice, Extra Sauce, Sisig Rice",5
878,2026-02-03T04:29:00Z,dinner,weekday,"Cheese Stick, Water",5
879,2026-02-03T04:46:00Z,dinner,weekday,"Fries, Nuggets, Sisig Rice, Soda",5
880,2026-02-03T05:03:00Z,morning,weekday,"Burger, Donut, Extra Rice, Spaghetti",5
881,2026-02-03T05:20:00Z,morning,weekday,"Burger, Extra Rice, Sisig Rice, Soda",5
882,2026-02-03T05:37:00Z,morning,weekday,"Donut, Extra Sauce, Sisig Rice, Soda",5
883,2026-02-03T05:54:00Z,morning,weekday,"Cheese Stick, Extra Sauce, Nuggets, Spaghetti, Sundae",5
884,2026-02-03T06:11:00Z,morning,weekday,"Burger, Lumpia, Spaghetti",5
885,2026-02-03T06:28:00Z,morning,weekday,"Burger, Fries, Iced Tea",5
886,2026-02-03T06:45:00Z,morning,weekday,"Lumpia, Sisig Rice, Soda",5
887,2026-02-03T07:02:00Z,morning,weekday,"Cheese Stick, Chicken Rice, Iced Tea",5
888,2026-02-03T07:19:00Z,morning,weekday,"Cheese Stick, Extra Rice, Fries, Water",5
889,2026-02-03T07:36:00Z,morning,weekday,"Burger, Coffee, Donut, Extra Sauce, Fries",5
890,2026-02-03T07:53:00Z,morning,weekday,"Cheese Stick, Extra Rice, Lumpia, Spaghetti",5
891,2026-02-03T08:10:00Z,morning,weekday,"Donut, Nuggets",5
892,2026-02-03T08:27:00Z,morning,weekday,"Fries, Lumpia, Nuggets, Sisig Rice",5
893,2026-02-03T08:44:00Z,morning,weekday,"Coffee, Donut, Sisig Rice",5
894,2026-02-03T09:01:00Z,morning,weekday,"Burger, Lumpia, Nuggets, Spaghetti, Water",5
895,2026-02-03T09:18:00Z,morning,weekday,"Extra Sauce, Fries, Nuggets",5
896,2026-02-03T09:35:00Z,morning,weekday,"Sisig Rice, Soda, Water",5
897,2026-02-03T09:52:00Z,morning,weekday,"Chicken Rice, Extra Rice, Soda",5
898,2026-02-03T10:09:00Z,morning,weekday,"Chicken Rice, Coffee, Donut",5
899,2026-02-03T10:26:00Z,morning,weekday,"Cheese Stick, Fries, Lumpia, Sisig Rice",5
900,2026-02-03T10:43:00Z,morning,weekday,"Donut, Extra Rice, Fries",5
