tx_id,timestamp,segment,day_type,items,batch_no
692,2026-02-05T02:17:00Z,dinner,weekday,"Brownie, Coffee, Pasta, Salad, Water, Wrap",4
693,2026-02-05T02:34:00Z,dinner,weekday,"Pasta, Water",4
694,2026-02-05T02:51:00Z,dinner,weekday,"Milk Tea, Salad, Water, Wrap",4
695,2026-02-05T03:08:00Z,dinner,weekday,"Brownie, Coffee, Milk Tea, Nuggets, Salad",4
696,2026-02-05T03:25:00Z,dinner,weekday,"Hotdog, Iced Tea",4
697,2026-02-05T03:42:00Z,dinner,weekday,Milk Tea,4
698,2026-02-05T03:59:00Z,dinner,weekday,"Brownie, Chicken Rice, Milk Tea",4
699,2026-02-05T04:16:00Z,dinner,weekday,Wrap,4
700,2026-02-05T04:33:00Z,dinner,weekday,"Coffee, Pasta",4
701,2026-02-05T04:50:00Z,dinner,weekday,"Coffee, Milk Tea, Water, Wrap",4
702,2026-02-05T05:07:00Z,morning,weekday,"Burger, Coffee, Hash Brown, Hotdog",4
703,2026-02-05T05:24:00Z,morning,weekday,"Brownie, Coffee, Fries, Hotdog, Iced Tea",4
704,2026-02-05T05:41:00Z,morning,weekday,"Brownie, Coffee, Spaghetti, Wrap",4
705,2026-02-05T05:58:00Z,morning,weekday,"Brownie, Hotdog, Milk Tea, Wrap",4
706,2026-02-05T06:15:00Z,morning,weekday,"Milk Tea, Soda, Spaghetti, Wrap",4
707,2026-02-05T06:32:00Z,morning,weekday,"Brownie, Burger, Nuggets, Pasta, Wrap",4
708,2026-02-05T06:49:00Z,morning,weekday,"Iced Tea, Milk Tea, Nuggets, Wrap",4
709,2026-02-05T07:06:00Z,morning,weekday,"Burger, Hash Brown, Soda",4
710,2026-02-05T07:23:00Z,morning,weekday,"Chicken Rice, Coffee, Pasta",4
711,2026-02-05T07:40:00Z,morning,weekday,"Milk Tea, Soda, Water, Wrap",4
712,2026-02-05T07:57:00Z,morning,weekday,"Burger, Chicken Rice, Soda",4
713,2026-02-05T08:14:00Z,morning,weekday,"Brownie, Coffee, Water",4
714,2026-02-05T08:31:00Z,morning,weekday,"Nuggets, Water",4
715,2026-02-05T08:48:00Z,morning,weekday,"Chicken Rice, Hotdog, Iced Tea, Nuggets",4
716,2026-02-05T09:05:00Z,morning,weekday,"Burger, Chicken Rice, Hotdog, Iced Tea, Water",4
717,2026-02-05T09:22:00Z,morning,weekday,"Iced Tea, Milk Tea, Salad, Spaghetti, Wrap",4
718,2026-02-05T09:39:00Z,morning,weekday,"Chicken Rice, Milk Tea, Pasta, Water, Wrap",4
719,2026-02-05T09:56:00Z,morning,weekday,"Chicken Rice, Fries, Hotdog, Iced Tea",4
720,2026-02-05T10:13:00Z,morning,weekday,"Coffee, Soda",4
