tx_id,timestamp,segment,day_type,items,batch_no
437,2026-03-12 12:26:00+00:00,morning,weekday,"Burger, Milk Tea",3
438,2026-03-12 12:27:00+00:00,morning,weekday,Hash Brown,3
439,2026-03-12 12:28:00+00:00,morning,weekday,"Brownie, Chicken Rice, Coffee, Fries",3
440,2026-03-12 12:29:00+00:00,morning,weekday,Hotdog,3
441,2026-03-12 12:30:00+00:00,morning,weekday,"Fries, Milk Tea, Water, Wrap",3
442,2026-03-12 12:31:00+00:00,morning,weekday,"Pasta, Water",3
443,2026-03-12 12:32:00+00:00,morning,weekday,"Burger, Fries, Hash Brown, Iced Tea, Soda",3
444,2026-03-12 12:33:00+00:00,morning,weekday,"Chicken Rice, Coffee, Iced Tea",3
445,2026-03-12 12:34:00+00:00,morning,weekday,"Hash Brown, Wrap",3
446,2026-03-12 12:35:00+00:00,morning,weekday,"Brownie, Wrap",3
447,2026-03-12 12:36:00+00:00,morning,weekday,"Fries, Hash Brown, Pasta",3
448,2026-03-12 12:37:00+00:00,morning,weekday,"Chicken Rice, Fries, Iced Tea, Pasta, Spaghetti",3
449,2026-03-12 12:38:00+00:00,morning,weekday,"Fries, Hotdog",3
450,2026-03-12 12:39:00+00:00,morning,weekday,"Brownie, Coffee, Hash Brown, Hotdog, Spaghetti",3
451,2026-03-12 12:40:00+00:00,morning,weekday,"Fries, Milk Tea, Nuggets",3
452,2026-03-12 12:41:00+00:00,morning,weekday,"Milk Tea, Salad, Spaghetti, Wrap",3
453,2026-03-12 12:42:00+00:00,morning,weekday,"Burger, Fries, Hash Brown, Pasta, Wrap",3
454,2026-03-12 12:43:00+00:00,morning,weekday,"Hash Brown, Salad, Spaghetti",3
455,2026-03-12 12:44:00+00:00,morning,weekday,"Brownie, Chicken Rice, Hotdog, Pasta",3
456,2026-03-12 12:45:00+00:00,morning,weekday,"Milk Tea, Wrap",3
457,2026-03-12 12:46:00+00:00,morning,weekday,"Pasta, Spaghetti",3
458,2026-03-12 12:47:00+00:00,morning,weekday,"Fries, Hotdog, Iced Tea, Water",3
459,2026-03-12 12:48:00+00:00,lunch,weekday,"Brownie, Coffee, Hash Brown, Hotdog, Pasta, Wrap",3
460,2026-03-12 12:49:00+00:00,lunch,weekday,Milk Tea,3
461,2026-03-12 12:50:00+00:00,lunch,weekday,"Iced Tea, Wrap",3
462,2026-03-12 12:51:00+00:00,lunch,weekday,"Chicken Rice, Coffee, Hash Brown, Milk Tea, Wrap",3
463,2026-03-12 12:52:00+00:00,lunch,weekday,"Chicken Rice, Water",3
464,2026-03-12 12:53:00+00:00,lunch,weekday,"Coffee, Nuggets, Pasta",3
465,2026-03-12 12:54:00+00:00,lunch,weekday,Fries,3
466,2026-03-12 12:55:00+00:00,lunch,weekday,"Burger, Chicken Rice, Hotdog, Iced Tea",3
467,2026-03-12 12:56:00+00:00,lunch,weekday,"Brownie, Nuggets, Pasta, Water",3
468,2026-03-12 12:57:00+00:00,lunch,weekday,"Chicken Rice, Hash Brown, Hotdog, Iced Tea",3
469,2026-03-12 12:58:00+00:00,lunch,weekday,"Hash Brown, Salad",3
470,2026-03-12 12:59:00+00:00,lunch,weekday,"Hash Brown, Nuggets",3
471,2026-03-12 13:00:00+00:00,lunch,weekday,"Brownie, Coffee, Salad",3
472,2026-03-12 13:01:00+00:00,lunch,weekday,"Brownie, Milk Tea, Salad, Wrap",3
473,2026-03-12 13:02:00+00:00,lunch,weekday,"Burger, Hash Brown, Iced Tea, Soda",3
474,2026-03-12 13:03:00+00:00,lunch,weekday,"Brownie, Chicken Rice, Fries, Iced Tea",3
475,2026-03-12 13:04:00+00:00,lunch,weekday,"Hash Brown, Milk Tea, Salad, Wrap",3
476,2026-03-12 13:05:00+00:00,lunch,weekday,"Milk Tea, Pasta, Soda, Wrap",3
477,2026-03-12 13:06:00+00:00,lunch,weekday,Soda,3
478,2026-03-12 13:07:00+00:00,lunch,weekday,"Burger, Chicken Rice, Coffee, Iced Tea",3
479,2026-03-12 13:08:00+00:00,lunch,weekday,"Salad, Wrap",3
480,2026-03-12 13:09:00+00:00,dinner,weekday,Chicken Rice,3
481,2026-03-12 13:10:00+00:00,dinner,weekday,"Brownie, Fries",3
482,2026-03-12 13:11:00+00:00,dinner,weekday,"Brownie, Burger, Coffee, Soda",3
483,2026-03-12 13:12:00+00:00,dinner,weekday,Salad,3
484,2026-03-12 13:13:00+00:00,dinner,weekday,Nuggets,3
485,2026-03-12 13:14:00+00:00,dinner,weekday,"Brownie, Burger, Coffee, Hotdog",3
486,2026-03-12 13:15:00+00:00,dinner,weekday,"Brownie, Coffee, Spaghetti, Water",3
487,2026-03-12 13:16:00+00:00,dinner,weekday,"Brownie, Burger, Chicken Rice",3
488,2026-03-12 13:17:00+00:00,dinner,weekday,"Burger, Water",3
489,2026-03-12 13:18:00+00:00,dinner,weekday,"Milk Tea, Soda",3
490,2026-03-12 13:19:00+00:00,dinner,weekday,"Burger, Iced Tea, Water",3
491,2026-03-12 13:20:00+00:00,dinner,weekday,"Coffee, Salad, Wrap",3
492,2026-03-12 13:21:00+00:00,dinner,weekday,"Burger, Hash Brown",3
493,2026-03-12 13:22:00+00:00,dinner,weekday,"Fries, Water",3
494,2026-03-12 13:23:00+00:00,dinner,weekday,"Burger, Hash Brown, Iced Tea, Salad",3
495,2026-03-12 13:24:00+00:00,dinner,weekday,"Brownie, Fries, Wrap",3
496,2026-03-12 13:25:00+00:00,dinner,weekday,"Chicken Rice, Iced Tea, Milk Tea, Pasta",3
497,2026-03-12 13:26:00+00:00,dinner,weekday,"Salad, Water",3
498,2026-03-12 13:27:00+00:00,dinner,weekday,"Chicken Rice, Coffee, Iced Tea, Pasta",3
499,2026-03-12 13:28:00+00:00,dinner,weekday,"Brownie, Fries, Hotdog, Pasta, Water",3
500,2026-03-12 13:29:00+00:00,dinner,weekday,"Brownie, Chicken Rice, Coffee, Iced Tea, Pasta",3
501,2026-03-12 13:30:00+00:00,dinner,weekday,"Chicken Rice, Hotdog, Milk Tea, Pasta, Wrap",3
502,2026-03-12 13:31:00+00:00,dinner,weekday,"Milk Tea, Pasta, Spaghetti",3
503,2026-03-12 13:32:00+00:00,dinner,weekday,"Brownie, Burger, Coffee",3
504,2026-03-12 13:33:00+00:00,dinner,weekday,"Brownie, Fries, Iced Tea, Pasta",3
505,2026-03-12 13:34:00+00:00,dinner,weekday,"Brownie, Coffee, Fries, Hotdog, Pasta, Wrap",3
506,2026-03-12 13:35:00+00:00,dinner,weekday,"Brownie, Iced Tea, Pasta, Spaghetti, Water",3
507,2026-03-12 13:36:00+00:00,dinner,weekday,"Chicken Rice, Water",3
508,2026-03-12 13:37:00+00:00,dinner,weekday,Spaghetti,3
509,2026-03-12 13:38:00+00:00,dinner,weekday,"Hotdog, Pasta",3
510,2026-03-12 13:39:00+00:00,dinner,weekday,"Coffee, Soda",3
511,2026-03-12 13:40:00+00:00,dinner,weekday,"Fries, Hash Brown",3
512,2026-03-12 13:41:00+00:00,dinner,weekday,"Brownie, Coffee, Pasta, Salad, Water, Wrap",3
513,2026-03-12 13:42:00+00:00,dinner,weekday,"Pasta, Water",3
514,2026-03-12 13:43:00+00:00,dinner,weekday,"Milk Tea, Salad, Water, Wrap",3
515,2026-03-12 13:44:00+00:00,dinner,weekday,"Brownie, Coffee, Milk Tea, Nuggets, Salad",3
516,2026-03-12 13:45:00+00:00,dinner,weekday,"Hotdog, Iced Tea",3
517,2026-03-12 13:46:00+00:00,dinner,weekday,Milk Tea,3
518,2026-03-12 13:47:00+00:00,dinner,weekday,"Brownie, Chicken Rice, Milk Tea",3
519,2026-03-12 13:48:00+00:00,dinner,weekday,Wrap,3
520,2026-03-12 13:49:00+00:00,dinner,weekday,"Coffee, Pasta",3
521,2026-03-12 13:50:00+00:00,dinner,weekday,"Coffee, Milk Tea, Water, Wrap",3
522,2026-03-12 13:51:00+00:00,morning,weekday,"Burger, Coffee, Hash Brown, Hotdog",3
523,2026-03-12 13:52:00+00:00,morning,weekday,"Brownie, Coffee, Fries, Hotdog, Iced Tea",3
524,2026-03-12 13:53:00+00:00,morning,weekday,"Brownie, Coffee, Spaghetti, Wrap",3
525,2026-03-12 13:54:00+00:00,morning,weekday,"Brownie, Hotdog, Milk Tea, Wrap",3
526,2026-03-12 13:55:00+00:00,morning,weekday,"Milk Tea, Soda, Spaghetti, Wrap",3
527,2026-03-12 13:56:00+00:00,morning,weekday,"Brownie, Burger, Nuggets, Pasta, Wrap",3
528,2026-03-12 13:57:00+00:00,morning,weekday,"Iced Tea, Milk Tea, Nuggets, Wrap",3
529,2026-03-12 13:58:00+00:00,morning,weekday,"Burger, Hash Brown, Soda",3
530,2026-03-12 13:59:00+00:00,morning,weekday,"Chicken Rice, Coffee, Pasta",3
531,2026-03-12 14:00:00+00:00,morning,weekday,"Milk Tea, Soda, Water, Wrap",3
532,2026-03-12 14:01:00+00:00,morning,weekday,"Burger, Chicken Rice, Soda",3
533,2026-03-12 14:02:00+00:00,morning,weekday,"Brownie, Coffee, Water",3
534,2026-03-12 14:03:00+00:00,morning,weekday,"Nuggets, Water",3
535,2026-03-12 14:04:00+00:00,morning,weekday,"Chicken Rice, Hotdog, Iced Tea, Nuggets",3
536,2026-03-12 14:05:00+00:00,morning,weekday,"Burger, Chicken Rice, Hotdog, Iced Tea, Water",3
537,2026-03-12 14:06:00+00:00,morning,weekday,"Iced Tea, Milk Tea, Salad, Spaghetti, Wrap",3
538,2026-03-12 14:07:00+00:00,morning,weekday,"Chicken Rice, Milk Tea, Pasta, Water, Wrap",3
539,2026-03-12 14:08:00+00:00,morning,weekday,"Chicken Rice, Fries, Hotdog, Iced Tea",3
540,2026-03-12 14:09:00+00:00,morning,weekday,"Coffee, Soda",3
