antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
Chicken Rice,Fruit Juice,0.25833333333333336,0.2552083333333333,0.225,0.8709677419354838,3.412771560236998,0.15907118055555555,5.7721354166666625,0.9207920792079208,0.5956989247311825,0.6851930990278329,1.0,118.0,0.7647058823529411,0.7606369562531914,0.7028754402862931,0.7433085014631219,"('Chicken Rice',)=>('Fruit Juice',)"
Iced Tea,Pasta,0.20416666666666666,0.20104166666666667,0.18333333333333332,0.8979591836734694,4.4665327270804696,0.14228732638888889,7.829791666666666,0.7227722772277227,0.6802721088435374,1.0,1.0,53.0,0.0,0.7486360880986058,0.726159420289855,0.7418930877559806,"('Iced Tea',)=>('Pasta',)"
"Brownie, Fish Fillet",Water,0.21145833333333333,0.6083333333333333,0.21145833333333333,1.0,1.6438356164383563,0.08282118055555557,999.0,0.8564356435643564,1.0,0.15673061624946968,1.0,113.0,0.7058823529411765,0.7310580180693563,0.6690632160412249,0.7124595774609168,"('Brownie', 'Fish Fillet')=>('Water',)"
Fish Fillet,"Brownie, Water",0.25625,0.23020833333333332,0.21145833333333333,0.8252032520325204,3.584593311996469,0.15246744791666667,4.403924418604654,0.8564356435643564,0.4523035230352307,0.7365241547669963,1.0,113.0,0.7058823529411765,0.7116974596093072,0.7013481173931247,0.7085926569444524,"('Fish Fillet',)=>('Brownie', 'Water')"
Brownie,Fish Fillet,0.24270833333333333,0.25625,0.21145833333333333,0.871244635193133,3.399979064168324,0.14926432291666666,5.7764583333333315,0.8564356435643564,0.5965665236051501,0.6813713923927884,1.0,58.0,0.058823529411764705,0.6764822868337899,0.6900554343197386,0.6805542310795745,"('Brownie',)=>('Fish Fillet',)"
"Burger, Water",Salad,0.16458333333333333,0.6229166666666667,0.1625,0.9873417721518988,1.585030269675289,0.05997829861111112,29.789583333333436,0.6237623762376238,0.9603375527426161,0.13916275594339259,1.0,109.0,0.6588235294117647,0.6635267829973343,0.635923188088877,0.655245704524797,"('Burger', 'Water')=>('Salad',)"
"Burger, Salad",Water,0.16666666666666666,0.6083333333333333,0.1625,0.9750000000000001,1.6027397260273974,0.06111111111111113,15.666666666666725,0.6237623762376238,0.921666666666667,0.14445338464326124,1.0,109.0,0.6588235294117647,0.6532481743495167,0.6288841718390473,0.6459389735963758,"('Burger', 'Salad')=>('Water',)"
Burger,"Salad, Water",0.178125,0.39166666666666666,0.1625,0.9122807017543859,2.3292273236282193,0.09273437500000001,6.934999999999997,0.6237623762376238,0.7251461988304092,0.3614886260163206,1.0,109.0,0.6588235294117647,0.6485508443419041,0.6388521632313039,0.645641240008724,"('Burger',)=>('Salad', 'Water')"
Brownie,Water,0.24270833333333333,0.6083333333333333,0.23020833333333332,0.9484978540772532,1.5591745546475395,0.08256076388888889,7.604861111111106,0.9455445544554455,0.8386266094420599,0.13143846530105738,1.0,82.0,0.3411764705882353,0.6576741571077949,0.6173448688893437,0.6455753706422594,"('Brownie',)=>('Water',)"
Fruit Juice,Salad,0.2552083333333333,0.6229166666666667,0.23958333333333334,0.9387755102040818,1.5070643642072217,0.08060980902777778,6.159027777777793,0.9900990099009901,0.8081632653061229,0.11587075595879168,1.0,79.0,0.3058823529411765,0.6500247058558505,0.5982825413419749,0.6345020565016878,"('Fruit Juice',)=>('Salad',)"
Chicken Rice,Salad,0.25833333333333336,0.6229166666666667,0.24166666666666667,0.9354838709677419,1.5017801273060738,0.08074652777777777,5.844791666666661,1.0,0.7978494623655913,0.11429211148488667,1.0,79.0,0.3058823529411765,0.6485161018750167,0.6005940122325998,0.6341394749822916,"('Chicken Rice',)=>('Salad',)"
Fish Fillet,Brownie,0.25625,0.24270833333333333,0.21145833333333333,0.8252032520325204,3.3999790641683245,0.14926432291666666,4.332412790697677,0.8564356435643564,0.4523035230352307,0.6813713923927885,1.0,58.0,0.058823529411764705,0.6332033866628142,0.6287298982573605,0.631861340141178,"('Fish Fillet',)=>('Brownie',)"
Fish Fillet,Water,0.25625,0.6083333333333333,0.23125,0.902439024390244,1.4834614099565657,0.07536458333333337,4.01458333333334,0.9504950495049506,0.6943089430894314,0.10881946851792457,1.0,86.0,0.38823529411764707,0.6144200893690653,0.5977054909566865,0.6094057098453516,"('Fish Fillet',)=>('Water',)"
Burger,Water,0.178125,0.6083333333333333,0.16458333333333333,0.9239766081871345,1.5188656572939199,0.05622395833333334,5.151923076923074,0.6336633663366337,0.7617933723196879,0.11939634469842643,1.0,89.0,0.4235294117647059,0.5774727123143103,0.5541572764698104,0.5704780815609604,"('Burger',)=>('Water',)"
Burger,Salad,0.178125,0.6229166666666667,0.16666666666666666,0.935672514619883,1.5020829666138589,0.05570963541666665,5.861931818181813,0.6435643564356435,0.7984405458089667,0.11438258350736778,1.0,54.0,0.011764705882352941,0.548017151494896,0.5209206027210097,0.5398881868627301,"('Burger',)=>('Salad',)"
Fries,Salad,0.041666666666666664,0.6229166666666667,0.03125,0.75,1.2040133779264215,0.005295138888888891,1.5083333333333333,0.0,0.2166666666666667,0.025335495380349057,1.0,69.0,0.18823529411764706,0.24015740325685198,0.0,0.16811018227979638,"('Fries',)=>('Salad',)"
Sisig Rice,Water,0.04895833333333333,0.6083333333333333,0.03333333333333333,0.6808510638297872,1.119207228213349,0.0035503472222222256,1.2272222222222222,0.0099009900990099,0.0,0.0,1.0,102.0,0.5764705882352941,0.2096272568433314,0.0,0.14673907979033196,"('Sisig Rice',)=>('Water',)"
Water,Salad,0.6075,0.62,0.385,0.6337448559670782,1.0221691225275455,0.008349999999999969,1.0375280898876404,1.0,0.3285322359396434,6.28168639667237e-17,1.0,75.0,0.25882352941176473,0.0,0.47444202372306954,0.14233260711692086,"('Water',)=>('Salad',)"
Salad,Water,0.62,0.6075,0.385,0.6209677419354839,1.0221691225275453,0.008349999999999969,1.0355319148936168,1.0,0.3051075268817205,0.0,1.0,75.0,0.25882352941176473,0.0,0.4674146110056926,0.14022438330170778,"('Salad',)=>('Water',)"
"Chicken Rice, Water",Salad,0.0475,0.62,0.04,0.8421052631578947,1.3582342954159592,0.01055,2.406666666666666,0.0,0.7105263157894737,0.09507351127226221,0.0,134.0,0.9529411764705882,0.0,0.3322203902019665,0.09966611706058993,"('Chicken Rice', 'Water')=>('Salad',)"
"Salad, Water",Burger,0.385,0.1925,0.175,0.45454545454545453,2.3612750885478158,0.10088749999999999,1.4804166666666667,0.39130434782608686,0.0,0.3788357628996402,0.0,109.0,0.6588235294117647,0.0,0.2388521632313039,0.07165564896939117,"('Salad', 'Water')=>('Burger',)"
