antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
"Cheese Stick, Spaghetti",Soda,0.1890625,0.4890625,0.1890625,1.0,2.0447284345047922,0.09659912109374999,999.0,0.627906976744186,1.0,0.06901815961267244,1.0,141.0,1.0,0.6928359352520053,0.6913933960662932,0.6924031734962917,"('Cheese Stick', 'Spaghetti')=>('Soda',)"
Spaghetti,"Cheese Stick, Soda",0.2234375,0.1921875,0.1890625,0.846153846153846,4.40275171982489,0.14612060546875,5.250781249999997,0.627906976744186,0.5128205128205124,0.6147999289003402,1.0,141.0,1.0,0.683127531420076,0.6586448103841577,0.6757827151093004,"('Spaghetti',)=>('Cheese Stick', 'Soda')"
Milk Tea,Nuggets,0.1578125,0.16875,0.140625,0.8910891089108911,5.2805280528052805,0.113994140625,7.632386363636365,0.4476744186046512,0.6551155115511551,0.8179676936274154,1.0,86.0,0.3956043956043956,0.6801219001535701,0.6507632192200106,0.6713142958735022,"('Milk Tea',)=>('Nuggets',)"
Cheese Stick,"Soda, Spaghetti",0.225,0.1984375,0.1890625,0.8402777777777777,4.2344706911636045,0.1444140625,5.0184782608695615,0.627906976744186,0.49421296296296263,0.5758500516314916,1.0,141.0,1.0,0.6678077971455989,0.676512179855191,0.6704191119584765,"('Cheese Stick',)=>('Soda', 'Spaghetti')"
Sisig Rice,Water,0.175,0.184375,0.1578125,0.9017857142857143,4.891041162227602,0.125546875,8.304545454545456,0.5116279069767441,0.6889880952380952,0.7278180985927842,1.0,84.0,0.37362637362637363,0.6783391719776107,0.6252545488333456,0.6624137850343311,"('Sisig Rice',)=>('Water',)"
"Milk Tea, Nuggets",Fries,0.140625,0.4484375,0.140625,1.0,2.229965156794425,0.0775634765625,999.0,0.4476744186046512,1.0,0.11189255642532313,1.0,139.0,0.978021978021978,0.6653102206294588,0.6552928535386224,0.6623050105022078,"('Milk Tea', 'Nuggets')=>('Fries',)"
Chicken Rice,Iced Tea,0.2609375,0.2640625,0.2328125,0.8922155688622755,3.378804521135245,0.16390869140625003,6.827864583333336,0.7906976744186046,0.658682634730539,0.37779984614580436,1.0,82.0,0.3516483516483517,0.6353591220041689,0.640447891796093,0.6368857529417461,"('Chicken Rice',)=>('Iced Tea',)"
Burger,Fries,0.3125,0.4484375,0.2890625,0.925,2.062717770034843,0.14892578125,7.3541666666666705,1.0,0.7625000000000002,0.07318192314928564,1.0,91.0,0.45054945054945056,0.6421004258422665,0.5968436624949324,0.6285233968380662,"('Burger',)=>('Fries',)"
Iced Tea,Chicken Rice,0.2640625,0.2609375,0.2328125,0.8816568047337279,3.378804521135245,0.16390869140625003,6.245078125000003,0.7906976744186046,0.6252465483234716,0.37779984614580436,1.0,82.0,0.3516483516483517,0.6253282960820487,0.6250615556142667,0.625248273941714,"('Iced Tea',)=>('Chicken Rice',)"
Water,Sisig Rice,0.184375,0.175,0.1578125,0.8559322033898304,4.891041162227602,0.125546875,5.7264705882352915,0.5116279069767441,0.543785310734463,0.7278180985927842,1.0,84.0,0.37362637362637363,0.6347783366265211,0.5917915882315351,0.6218823121080252,"('Water',)=>('Sisig Rice',)"
Nuggets,Milk Tea,0.16875,0.1578125,0.140625,0.8333333333333333,5.2805280528052805,0.113994140625,5.053124999999998,0.4476744186046512,0.47222222222222193,0.8179676936274154,1.0,86.0,0.3956043956043956,0.6252539133548902,0.5580307714021735,0.6050869707690751,"('Nuggets',)=>('Milk Tea',)"
Burger,Soda,0.3125,0.4890625,0.284375,0.9099999999999999,1.8607028753993609,0.13154296875,5.677083333333329,0.9825581395348837,0.7149999999999997,0.02642409539456597,1.0,86.0,0.3956043956043956,0.6071780913160577,0.570158761910847,0.5960722924944944,"('Burger',)=>('Soda',)"
Cheese Stick,Spaghetti,0.225,0.2234375,0.1890625,0.8402777777777777,3.76068376068376,0.1387890625,4.861956521739128,0.627906976744186,0.49421296296296263,0.46618859459988277,1.0,93.0,0.4725274725274725,0.5876451801404439,0.5674519612274393,0.5815872144665425,"('Cheese Stick',)=>('Spaghetti',)"
Spaghetti,Cheese Stick,0.2234375,0.225,0.1890625,0.846153846153846,3.76068376068376,0.1387890625,5.037499999999996,0.627906976744186,0.5128205128205124,0.46618859459988277,1.0,93.0,0.4725274725274725,0.5932274450977089,0.5516534174656895,0.580755236808103,"('Spaghetti',)=>('Cheese Stick',)"
Milk Tea,Fries,0.1578125,0.4484375,0.146875,0.9306930693069307,2.0754131162245146,0.07610595703125,7.958258928571434,0.47093023255813954,0.7805280528052807,0.0761203540580278,1.0,79.0,0.31868131868131866,0.529242682735851,0.4956843259604192,0.5191751757032215,"('Milk Tea',)=>('Fries',)"
Spaghetti,Soda,0.2234375,0.4890625,0.1984375,0.888111888111888,1.815947630644116,0.08916259765624998,4.566503906249997,0.6627906976744186,0.6456876456876454,0.016065166023728875,1.0,96.0,0.5054945054945055,0.5308301752965602,0.48782871753015894,0.5179297379666398,"('Spaghetti',)=>('Soda',)"
Nuggets,Fries,0.16875,0.4484375,0.146875,0.8703703703703703,1.9408955994321848,0.071201171875,4.254910714285713,0.47093023255813954,0.5895061728395061,0.044985289034641045,1.0,113.0,0.6923076923076923,0.5015149898529092,0.457553073462556,0.48832641493580325,"('Nuggets',)=>('Fries',)"
Cheese Stick,Soda,0.225,0.4890625,0.1921875,0.8541666666666667,1.7465388711395102,0.0821484375,3.503571428571431,0.6395348837209303,0.5381944444444446,0.0,1.0,93.0,0.4725274725274725,0.4866180573302667,0.48894278952673786,0.487315476989208,"('Cheese Stick',)=>('Soda',)"
"Brownie, Iced Tea",Chicken Rice,0.0203125,0.2609375,0.0203125,1.0,3.8323353293413174,0.01501220703125,999.0,0.0,1.0,0.4827728752376586,1.0,113.0,0.6923076923076923,0.6399239880401838,0.0,0.4479467916281286,"('Brownie', 'Iced Tea')=>('Chicken Rice',)"
"Brownie, Chicken Rice",Iced Tea,0.0203125,0.2640625,0.0203125,1.0,3.7869822485207103,0.014948730468750001,999.0,0.0,1.0,0.4722755723284731,1.0,113.0,0.6923076923076923,0.6372996623128875,0.0,0.4461097636190212,"('Brownie', 'Chicken Rice')=>('Iced Tea',)"
Brownie,"Chicken Rice, Iced Tea",0.0296875,0.2328125,0.0203125,0.6842105263157895,2.938890851289297,0.01340087890625,2.4294270833333336,0.0,0.0,0.2759786035155563,1.0,113.0,0.6923076923076923,0.28822542010965835,0.0,0.20175779407676084,"('Brownie',)=>('Chicken Rice', 'Iced Tea')"
"Donut, Water",Sisig Rice,0.02,0.165,0.02,1.0,6.0606060606060606,0.0167,999.0,0.0,1.0,0.9442219255303363,0.0,124.0,0.7258064516129032,0.0,0.6086361265438744,0.18259083796316233,"('Donut', 'Water')=>('Sisig Rice',)"
Brownie,Chicken Rice,0.0296875,0.2609375,0.0203125,0.6842105263157895,2.6221241727072173,0.012565917968750001,2.3403645833333333,0.0,0.0,0.20266063445044738,1.0,94.0,0.4835164835164835,0.24901680696426018,0.0,0.17431176487498212,"('Brownie',)=>('Chicken Rice',)"
"Fried Chicken, Iced Tea",Chicken Rice,0.0225,0.2575,0.0225,1.0,3.883495145631068,0.01670625,999.0,0.009009009009009005,1.0,0.4683483047515347,0.0,140.0,0.9838709677419355,0.0,0.517275974763879,0.1551827924291637,"('Fried Chicken', 'Iced Tea')=>('Chicken Rice',)"
"Chicken Rice, Fried Chicken",Iced Tea,0.0225,0.2625,0.0225,1.0,3.8095238095238093,0.016593749999999997,999.0,0.009009009009009005,1.0,0.4521796257443785,0.0,140.0,0.9838709677419355,0.0,0.5132338050120899,0.15397014150362698,"('Chicken Rice', 'Fried Chicken')=>('Iced Tea',)"
"Iced Tea, Spring Rolls",Chicken Rice,0.025,0.2575,0.025,1.0,3.883495145631068,0.018562500000000003,999.0,0.018018018018018025,1.0,0.4683483047515347,0.0,135.0,0.9032258064516129,0.0,0.5110132604366486,0.15330397813099458,"('Iced Tea', 'Spring Rolls')=>('Chicken Rice',)"
"Chicken Rice, Spring Rolls",Iced Tea,0.025,0.2625,0.025,1.0,3.8095238095238093,0.018437500000000002,999.0,0.018018018018018025,1.0,0.4521796257443785,0.0,135.0,0.9032258064516129,0.0,0.5069710906848595,0.15209132720545784,"('Chicken Rice', 'Spring Rolls')=>('Iced Tea',)"
"Iced Tea, Nachos",Chicken Rice,0.025,0.2575,0.025,1.0,3.883495145631068,0.018562500000000003,999.0,0.018018018018018025,1.0,0.4683483047515347,0.0,125.0,0.7419354838709677,0.0,0.4948842281785841,0.14846526845357522,"('Iced Tea', 'Nachos')=>('Chicken Rice',)"
"Chicken Rice, Nachos",Iced Tea,0.025,0.2625,0.025,1.0,3.8095238095238093,0.018437500000000002,999.0,0.018018018018018025,1.0,0.4521796257443785,0.0,125.0,0.7419354838709677,0.0,0.490842058426795,0.1472526175280385,"('Chicken Rice', 'Nachos')=>('Iced Tea',)"
Brownie,Iced Tea,0.0296875,0.2640625,0.0203125,0.6842105263157895,2.5910931174089074,0.012473144531250003,2.33046875,0.0,0.0,0.19547826930205742,1.0,50.0,0.0,0.19886956732551436,0.0,0.13920869712786005,"('Brownie',)=>('Iced Tea',)"
"Donut, Sisig Rice",Water,0.0225,0.1725,0.02,0.888888888888889,5.152979066022545,0.01611875,7.447500000000004,0.0,0.6756272401433694,0.7458325181472951,0.0,124.0,0.7258064516129032,0.0,0.4617269467411249,0.13851808402233748,"('Donut', 'Sisig Rice')=>('Water',)"
"Cheese Stick, Iced Tea",Chicken Rice,0.025,0.2575,0.02,0.7999999999999999,3.106796116504854,0.0135625,3.7124999999999986,0.0,0.41612903225806436,0.2985771751763946,0.0,127.0,0.7741935483870968,0.0,0.27690235831022764,0.08307070749306829,"('Cheese Stick', 'Iced Tea')=>('Chicken Rice',)"
"Cheese Stick, Chicken Rice",Iced Tea,0.025,0.2625,0.02,0.7999999999999999,3.0476190476190474,0.0134375,3.687499999999999,0.0,0.41612903225806436,0.2856422319706697,0.0,127.0,0.7741935483870968,0.0,0.2736686225087964,0.08210058675263893,"('Cheese Stick', 'Chicken Rice')=>('Iced Tea',)"
Fries,Burger,0.4525,0.33,0.2975,0.6574585635359116,1.99229867738155,0.14817499999999997,1.9559677419354835,1.0,0.0,0.05496995789761824,0.0,91.0,0.1935483870967742,0.0,0.233097328184082,0.06992919845522459,"('Fries',)=>('Burger',)"
