antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
Nuggets,Milk Tea,0.171875,0.159375,0.14375,0.8363636363636363,5.24777183600713,0.11635742187499999,5.137152777777776,0.46153846153846145,0.427272727272727,0.8447388122176953,0.0,86.0,0.3956043956043956,0.47123465310437374,0.47123465310437374,0.47123465310437374,"('Nuggets',)=>('Milk Tea',)"
Chicken Rice,Iced Tea,0.2625,0.265625,0.23125,0.8809523809523809,3.3165266106442575,0.1615234375,6.168749999999999,0.8205128205128205,0.5833333333333333,0.37811143806761643,0.0,82.0,0.3516483516483517,0.4687952587843033,0.4687952587843033,0.4687952587843032,"('Chicken Rice',)=>('Iced Tea',)"
Iced Tea,Chicken Rice,0.265625,0.2625,0.23125,0.8705882352941177,3.3165266106442575,0.1615234375,5.698863636363638,0.8205128205128205,0.5470588235294118,0.37811143806761643,0.0,82.0,0.3516483516483517,0.45791290584312694,0.45791290584312694,0.45791290584312694,"('Iced Tea',)=>('Chicken Rice',)"
Cheese Stick,Spaghetti,0.23125,0.21875,0.196875,0.8513513513513513,3.8918918918918917,0.14628906249999998,5.255681818181817,0.6794871794871794,0.47972972972972955,0.5171311683637827,0.0,93.0,0.4725274725274725,0.4563518941600477,0.4563518941600477,0.4563518941600477,"('Cheese Stick',)=>('Spaghetti',)"
Spaghetti,Soda,0.21875,0.49375,0.20625,0.9428571428571428,1.9095840867992766,0.09824218749999998,8.859374999999996,0.7179487179487178,0.7999999999999999,0.03816605626944979,0.0,96.0,0.5054945054945055,0.44368070820655653,0.44368070820655653,0.44368070820655653,"('Spaghetti',)=>('Soda',)"
Milk Tea,Fries,0.159375,0.440625,0.15,0.9411764705882353,2.136003337505215,0.079775390625,9.509374999999997,0.4871794871794871,0.7941176470588235,0.09287346422904157,0.0,79.0,0.31868131868131866,0.39075768947893674,0.39075768947893674,0.39075768947893674,"('Milk Tea',)=>('Fries',)"
Nuggets,Fries,0.171875,0.440625,0.153125,0.890909090909091,2.0219213410702777,0.07739257812500001,5.12760416666667,0.5,0.6181818181818184,0.06530897799232811,0.0,113.0,0.6923076923076923,0.3710125591833968,0.3710125591833968,0.3710125591833968,"('Nuggets',)=>('Fries',)"
Cheese Stick,Soda,0.23125,0.49375,0.2,0.8648648648648649,1.7516250427642832,0.0858203125,3.746250000000001,0.6923076923076923,0.5270270270270272,0.0,0.0,93.0,0.4725274725274725,0.3438223938223939,0.3438223938223939,0.3438223938223939,"('Cheese Stick',)=>('Soda',)"
Brownie,"Chicken Rice, Iced Tea",0.04375,0.23125,0.03125,0.7142857142857143,3.088803088803089,0.0211328125,2.6906250000000003,0.0,0.0,0.323088892181976,0.0,113.0,0.6923076923076923,0.15000299227626324,0.15000299227626324,0.15000299227626324,"('Brownie',)=>('Chicken Rice', 'Iced Tea')"
Brownie,Chicken Rice,0.04375,0.2625,0.03125,0.7142857142857143,2.7210884353741496,0.019765625000000002,2.5812500000000003,0.0,0.0,0.23424169612803522,0.0,94.0,0.4835164835164835,0.10691207238365716,0.10691207238365716,0.10691207238365714,"('Brownie',)=>('Chicken Rice',)"
Brownie,Iced Tea,0.04375,0.265625,0.03125,0.7142857142857143,2.689075630252101,0.01962890625,2.5703125,0.0,0.0,0.22650676376569223,0.0,50.0,0.0,0.05662669094142306,0.05662669094142306,0.05662669094142306,"('Brownie',)=>('Iced Tea',)"
