antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
Milk Tea,"Fries, Nuggets",0.16770833333333332,0.153125,0.14583333333333334,0.8695652173913044,5.678793256433008,0.12015299479166668,6.492708333333338,0.47035573122529645,0.7890554722638682,1.0,1.0,139.0,0.967741935483871,0.827561981472607,0.4809996317150806,0.723593276545349,"('Milk Tea',)=>('Fries', 'Nuggets')"
"Cheese Stick, Spaghetti",Soda,0.18645833333333334,0.48854166666666665,0.18645833333333334,1.0,2.046908315565032,0.09536566840277778,999.0,0.6245059288537549,1.0,0.17314969307233052,1.0,141.0,1.0,0.7181886090388335,0.6233459733397939,0.6897358183291216,"('Cheese Stick', 'Spaghetti')=>('Soda',)"
Nuggets,"Fries, Milk Tea",0.17916666666666667,0.153125,0.14583333333333334,0.813953488372093,5.315614617940199,0.11839843750000001,4.551953125000001,0.47035573122529645,0.6991178829190056,0.9173172130734996,1.0,139.0,0.967741935483871,0.779910007937523,0.4668269117723743,0.6859850790879782,"('Nuggets',)=>('Fries', 'Milk Tea')"
Water,Sisig Rice,0.165625,0.16354166666666667,0.14375,0.8679245283018867,5.307054440572046,0.11666341145833332,6.3331845238095195,0.46245059288537543,0.7864020819778788,0.9153683668409093,1.0,84.0,0.08064516129032258,0.7153173510096983,0.5819281524926686,0.6753005914545893,"('Water',)=>('Sisig Rice',)"
Chicken Rice,Iced Tea,0.26979166666666665,0.27395833333333336,0.24479166666666666,0.9073359073359073,3.3119485590968476,0.17087999131944442,7.835199652777775,0.8458498023715414,0.8501397949673811,0.4611541124497116,1.0,82.0,0.04838709677419355,0.69433913675437,0.6137076824878129,0.6701497004744028,"('Chicken Rice',)=>('Iced Tea',)"
"Milk Tea, Nuggets",Fries,0.14583333333333334,0.45416666666666666,0.14583333333333334,1.0,2.2018348623853212,0.07960069444444445,999.0,0.47035573122529645,1.0,0.2084209268463238,1.0,139.0,0.967741935483871,0.6929505715050274,0.590020613753653,0.662071584179615,"('Milk Tea', 'Nuggets')=>('Fries',)"
Iced Tea,Chicken Rice,0.27395833333333336,0.26979166666666665,0.24479166666666666,0.8935361216730037,3.3119485590968476,0.17087999131944442,6.858742559523801,0.8458498023715414,0.8278222105677195,0.4611541124497116,1.0,82.0,0.04838709677419355,0.6876438614344714,0.5706473376602268,0.652544904302198,"('Iced Tea',)=>('Chicken Rice',)"
Burger,Fries,0.309375,0.45416666666666666,0.28541666666666665,0.9225589225589225,2.031322398294875,0.14490885416666666,7.048369565217384,1.0,0.8747590851039124,0.16960133713914433,1.0,91.0,0.1935483870967742,0.6741828985256373,0.5754692022085013,0.6445687896304965,"('Burger',)=>('Fries',)"
Spaghetti,Cheese Stick,0.21666666666666667,0.21770833333333334,0.18645833333333334,0.860576923076923,3.9528892160471103,0.13928819444444446,5.610919540229882,0.6245059288537549,0.7745192307692306,0.6070733768400346,1.0,93.0,0.22580645161290322,0.6816059443728191,0.554178415143476,0.6433776856040161,"('Spaghetti',)=>('Cheese Stick',)"
Sisig Rice,Water,0.16354166666666667,0.165625,0.14375,0.8789808917197451,5.307054440572046,0.11666341145833332,6.894572368421048,0.46245059288537543,0.8042828904019326,0.9153683668409093,1.0,84.0,0.08064516129032258,0.7206815935369144,0.45785959809624543,0.6418349949047137,"('Sisig Rice',)=>('Water',)"
Cheese Stick,Spaghetti,0.21770833333333334,0.21666666666666667,0.18645833333333334,0.8564593301435407,3.9528892160471107,0.13928819444444446,5.4572222222222235,0.6245059288537549,0.7678600890942089,0.6070733768400347,1.0,93.0,0.22580645161290322,0.6796082018703127,0.5382381054531661,0.6371971729451686,"('Cheese Stick',)=>('Spaghetti',)"
Burger,Soda,0.309375,0.48854166666666665,0.28541666666666665,0.9225589225589225,1.888393530184575,0.13427408854166664,6.604483695652166,1.0,0.8747590851039124,0.1370615457112853,1.0,86.0,0.11290322580645161,0.6579834345396403,0.5796164320508366,0.6344733337929991,"('Burger',)=>('Soda',)"
Milk Tea,Nuggets,0.16770833333333332,0.17916666666666667,0.14583333333333334,0.8695652173913044,4.853387259858443,0.1157855902777778,6.29305555555556,0.47035573122529645,0.7890554722638682,0.8120845751670448,1.0,86.0,0.11290322580645161,0.6950992542966261,0.3505942602088326,0.591747756070288,"('Milk Tea',)=>('Nuggets',)"
Nuggets,Milk Tea,0.17916666666666667,0.16770833333333332,0.14583333333333334,0.813953488372093,4.853387259858443,0.1157855902777778,4.473567708333333,0.47035573122529645,0.6991178829190056,0.8120845751670448,1.0,86.0,0.11290322580645161,0.6681179774931674,0.3356969999348601,0.5683916842256751,"('Nuggets',)=>('Milk Tea',)"
Spaghetti,Soda,0.21666666666666667,0.48854166666666665,0.19375,0.8942307692307693,1.830408397572577,0.08789930555555556,4.835606060606063,0.6521739130434783,0.8289456233421749,0.12386040484969899,1.0,96.0,0.27419354838709675,0.5875029256624826,0.41648802688566133,0.5361984560294362,"('Spaghetti',)=>('Soda',)"
Cheese Stick,Soda,0.21770833333333334,0.48854166666666665,0.18854166666666666,0.8660287081339713,1.772681364197468,0.08218207465277777,3.8176711309523803,0.6324110671936758,0.7833360831545948,0.11071802395345137,1.0,93.0,0.22580645161290322,0.5617431895347668,0.37165158224478423,0.5047157073477719,"('Cheese Stick',)=>('Soda',)"
Nuggets,Fries,0.17916666666666667,0.45416666666666666,0.153125,0.8546511627906977,1.8818007254107108,0.07175347222222224,3.755333333333336,0.4980237154150198,0.7649358460304732,0.13556059985547272,1.0,113.0,0.5483870967741935,0.5678143565334334,0.3382394598276133,0.4989418875216873,"('Nuggets',)=>('Fries',)"
Milk Tea,Fries,0.16770833333333332,0.45416666666666666,0.153125,0.9130434782608697,2.010370961308337,0.07695746527777779,6.277083333333346,0.4980237154150198,0.8593703148425789,0.16483144426397117,1.0,79.0,0.0,0.5486236986017704,0.277288293897883,0.4672230771906042,"('Milk Tea',)=>('Fries',)"
Fries,Burger,0.45416666666666666,0.309375,0.28541666666666665,0.6284403669724771,2.031322398294875,0.14490885416666666,1.8587191358024693,1.0,0.3990983865865232,0.16960133713914433,1.0,91.0,0.1935483870967742,0.5314846889704206,0.0,0.3720392822792944,"('Fries',)=>('Burger',)"
Fries,"Burger, Soda",0.45416666666666666,0.28541666666666665,0.2791666666666667,0.6146788990825688,2.1536195004352776,0.14953993055555556,1.8545138888888888,0.9762845849802373,0.3768427712749129,0.19744401334930795,0.0,139.0,0.967741935483871,0.45444494526423546,0.0,0.3181114616849648,"('Fries',)=>('Burger', 'Soda')"
Soda,"Burger, Fries",0.48854166666666665,0.28541666666666665,0.2791666666666667,0.5714285714285715,2.002085505735141,0.1397287326388889,1.6673611111111115,0.9762845849802373,0.306896551724138,0.16294514235868687,0.0,139.0,0.967741935483871,0.4248363616513477,0.0,0.2973854531559434,"('Soda',)=>('Burger', 'Fries')"
Fries,Soda,0.45416666666666666,0.48854166666666665,0.28541666666666665,0.6284403669724771,1.2863598129927036,0.06353732638888887,1.3765174897119343,1.0,0.3990983865865232,5.055161513184326e-17,0.0,101.0,0.3548387096774194,0.3552133869436989,0.0,0.24864937086058922,"('Fries',)=>('Soda',)"
Soda,Burger,0.48854166666666665,0.309375,0.28541666666666665,0.5842217484008528,1.8883935301845747,0.13427408854166664,1.6610416666666665,1.0,0.3275862068965516,0.13706154571128523,0.0,86.0,0.11290322580645161,0.34383157107743195,0.0,0.24068209975420235,"('Soda',)=>('Burger',)"
Soda,Fries,0.48854166666666665,0.45416666666666666,0.28541666666666665,0.5842217484008528,1.2863598129927034,0.06353732638888887,1.3127991452991452,1.0,0.3275862068965516,0.0,0.0,101.0,0.3548387096774194,0.3337597330367074,0.0,0.23363181312569517,"('Soda',)=>('Fries',)"
Soda,"Cheese Stick, Spaghetti",0.48854166666666665,0.18645833333333334,0.18645833333333334,0.3816631130063966,2.046908315565032,0.09536566840277778,1.3156932471264366,0.6245059288537549,0.0,0.17314969307233052,0.0,141.0,1.0,0.2681886090388336,0.0,0.18773202632718353,"('Soda',)=>('Cheese Stick', 'Spaghetti')"
Soda,Spaghetti,0.48854166666666665,0.21666666666666667,0.19375,0.39658848614072495,1.8304083975725767,0.08789930555555556,1.2981743227326266,0.6521739130434783,0.024137931034482737,0.12386040484969893,0.0,96.0,0.27419354838709675,0.19606061797017488,0.0,0.13724243257912241,"('Soda',)=>('Spaghetti',)"
Soda,Cheese Stick,0.48854166666666665,0.21770833333333334,0.18854166666666666,0.3859275053304904,1.772681364197468,0.08218207465277777,1.2739402488425926,0.6324110671936758,0.006896551724137925,0.11071802395345137,0.0,93.0,0.22580645161290322,0.17881133010562972,0.0,0.1251679310739408,"('Soda',)=>('Cheese Stick',)"
Spring Rolls,Chicken Rice,0.04895833333333333,0.26979166666666665,0.021875,0.44680851063829785,1.6561242093156987,0.008666449652777778,1.3199919871794872,0.0,0.10535583272193684,0.08418212844527091,0.0,116.0,0.5967741935483871,0.1123297012827375,0.0,0.07863079089791625,"('Spring Rolls',)=>('Chicken Rice',)"
