antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
Nuggets,"Burger, Iced Tea",0.190625,0.1734375,0.171875,0.9016393442622951,5.198641264215035,0.1388134765625,8.403385416666666,0.6643835616438356,0.7189695550351288,1.0,1.0,117.0,0.53125,0.8016925788393058,0.8124546166798294,0.8049211901914628,"('Nuggets',)=>('Burger', 'Iced Tea')"
Fried Chicken,"Extra Rice, Soda",0.2234375,0.2046875,0.2015625,0.9020979020979021,4.407195857577537,0.15582763671875,8.123549107142855,0.7945205479452054,0.7202797202797202,0.7506840190734952,1.0,136.0,0.7291666666666666,0.7855756971079977,0.848799912107145,0.8045429616077417,"('Fried Chicken',)=>('Extra Rice', 'Soda')"
Fish Fillet,"Extra Rice, Fruit Juice",0.265625,0.2484375,0.2421875,0.9117647058823529,3.669996300406955,0.1761962890625,8.517708333333331,0.9726027397260274,0.7478991596638654,0.5184562125903736,1.0,162.0,1.0,0.7985043489919584,0.8133385226687564,0.8029546010949977,"('Fish Fillet',)=>('Extra Rice', 'Fruit Juice')"
Brownie,"Coffee, Pasta",0.225,0.2015625,0.2015625,0.8958333333333334,4.444444444444445,0.1562109375,7.665000000000003,0.7945205479452054,0.7023809523809524,0.7624178264782336,1.0,142.0,0.7916666666666666,0.7893895185895519,0.828775796711994,0.8012054020262844,"('Brownie',)=>('Coffee', 'Pasta')"
Fruit Juice,"Extra Rice, Fish Fillet",0.2671875,0.2453125,0.2421875,0.9064327485380116,3.6950124781167353,0.17664306640625,8.06572265624999,0.9726027397260274,0.7326649958228902,0.5263366460762959,1.0,162.0,1.0,0.7959042082111465,0.812656171816323,0.8009297972926994,"('Fruit Juice',)=>('Extra Rice', 'Fish Fillet')"
"Fish Fillet, Fruit Juice",Extra Rice,0.2421875,0.45625,0.2421875,1.0,2.191780821917808,0.13168945312500002,999.0,0.9726027397260274,1.0,0.052798393428797406,1.0,162.0,1.0,0.7577201463024048,0.7940557650525685,0.7686208319274539,"('Fish Fillet', 'Fruit Juice')=>('Extra Rice',)"
Coffee,"Brownie, Pasta",0.23125,0.203125,0.2015625,0.8716216216216216,4.291060291060291,0.15458984375,6.207236842105262,0.7945205479452054,0.6332046332046332,0.714099748770232,1.0,142.0,0.7916666666666666,0.7565571034096557,0.7925188656321438,0.767345632076402,"('Coffee',)=>('Brownie', 'Pasta')"
Soda,Fried Chicken,0.2125,0.2234375,0.2015625,0.948529411764706,4.245166598107775,0.15408203125,15.087500000000022,0.7945205479452054,0.8529411764705884,0.6996426163125321,1.0,85.0,0.19791666666666666,0.7594887832750173,0.7852040090739602,0.7672033510147002,"('Soda',)=>('Fried Chicken',)"
Iced Tea,"Burger, Nuggets",0.2,0.171875,0.171875,0.859375,5.0,0.1375,5.888888888888889,0.6643835616438356,0.5982142857142857,0.9374253217911013,1.0,117.0,0.53125,0.7498223284908281,0.7951715695737236,0.7634271008156966,"('Iced Tea',)=>('Burger', 'Nuggets')"
Pasta,"Brownie, Coffee",0.234375,0.20625,0.2015625,0.86,4.16969696969697,0.15322265625,5.669642857142856,0.7945205479452054,0.6,0.67586866515987,1.0,142.0,0.7916666666666666,0.7370379425456752,0.7779785701404984,0.7493201308241222,"('Pasta',)=>('Brownie', 'Coffee')"
Fried Chicken,Soda,0.2234375,0.2125,0.2015625,0.9020979020979021,4.245166598107774,0.15408203125,8.04375,0.7945205479452054,0.7202797202797202,0.6996426163125319,1.0,85.0,0.19791666666666666,0.7196903464177568,0.7852040090739602,0.7393444452146177,"('Fried Chicken',)=>('Soda',)"
Nuggets,Iced Tea,0.190625,0.2,0.171875,0.9016393442622951,4.508196721311475,0.13375,8.133333333333335,0.6643835616438356,0.7189695550351288,0.7825006538092184,1.0,93.0,0.28125,0.7223177422916104,0.7598460462204412,0.7335762334702596,"('Nuggets',)=>('Iced Tea',)"
Fish Fillet,Fruit Juice,0.265625,0.2671875,0.2421875,0.9117647058823529,3.4124527003783967,0.1712158203125,8.305208333333331,0.9726027397260274,0.7478991596638654,0.43732650391563094,1.0,111.0,0.46875,0.7250969218232729,0.745058499584068,0.7310853951515114,"('Fish Fillet',)=>('Fruit Juice',)"
Brownie,Coffee,0.225,0.23125,0.20625,0.9166666666666666,3.9639639639639634,0.15421875,9.224999999999996,0.8150684931506849,0.7619047619047618,0.6110599926941316,1.0,87.0,0.21875,0.7162251253750984,0.7620362536075511,0.7299684638448343,"('Brownie',)=>('Coffee',)"
Fruit Juice,Fish Fillet,0.2671875,0.265625,0.2421875,0.9064327485380116,3.4124527003783967,0.1712158203125,7.848632812499991,0.9726027397260274,0.7326649958228902,0.43732650391563094,1.0,111.0,0.46875,0.7205266726709804,0.739443512352082,0.7262017245753107,"('Fruit Juice',)=>('Fish Fillet',)"
Burger,"Iced Tea, Nuggets",0.209375,0.171875,0.171875,0.8208955223880596,4.776119402985074,0.135888671875,4.623697916666665,0.6643835616438356,0.48827292110874176,0.8668999132321843,1.0,117.0,0.53125,0.6992085669694357,0.7556936110975674,0.7161540802078752,"('Burger',)=>('Iced Tea', 'Nuggets')"
Brownie,Pasta,0.225,0.234375,0.203125,0.9027777777777778,3.851851851851852,0.150390625,7.875000000000001,0.8013698630136986,0.7222222222222222,0.5757431648111747,1.0,97.0,0.3229166666666667,0.7031680971388667,0.7457926744762795,0.7159554703400905,"('Brownie',)=>('Pasta',)"
Coffee,Brownie,0.23125,0.225,0.20625,0.8918918918918918,3.9639639639639634,0.15421875,7.168749999999992,0.8150684931506849,0.6911196911196907,0.6110599926941316,1.0,87.0,0.21875,0.6949896041395771,0.736420711882587,0.70741893646248,"('Coffee',)=>('Brownie',)"
"Fried Chicken, Soda",Extra Rice,0.2015625,0.45625,0.2015625,1.0,2.191780821917808,0.109599609375,999.0,0.7945205479452054,1.0,0.052798393428797406,1.0,136.0,0.7291666666666666,0.6950203746129071,0.7343637360670612,0.7068233830491533,"('Fried Chicken', 'Soda')=>('Extra Rice',)"
Iced Tea,Nuggets,0.2,0.190625,0.171875,0.859375,4.508196721311475,0.13375,5.7555555555555555,0.6643835616438356,0.5982142857142857,0.7825006538092184,1.0,93.0,0.28125,0.6860911614953574,0.7457043588941696,0.703975120715001,"('Iced Tea',)=>('Nuggets',)"
Milk Tea,Spring Rolls,0.2046875,0.2078125,0.1828125,0.8931297709923663,4.297767319061011,0.14027587890624998,7.4126116071428525,0.7123287671232876,0.6946564885496181,0.7162125530787504,1.0,66.0,0.0,0.6799158382592306,0.7395717377560562,0.6978126081082783,"('Milk Tea',)=>('Spring Rolls',)"
Nuggets,Burger,0.190625,0.209375,0.171875,0.9016393442622951,4.3063371666258865,0.131962890625,8.038020833333334,0.6643835616438356,0.7189695550351288,0.718912170682326,1.0,70.0,0.041666666666666664,0.682462288176554,0.7239037729624284,0.6948947336123162,"('Nuggets',)=>('Burger',)"
Pasta,Brownie,0.234375,0.225,0.203125,0.8666666666666667,3.851851851851852,0.150390625,5.812500000000002,0.8013698630136986,0.6190476190476191,0.5757431648111747,1.0,97.0,0.3229166666666667,0.6722157161864858,0.714817039481732,0.6849961131750596,"('Pasta',)=>('Brownie',)"
Spring Rolls,Milk Tea,0.2078125,0.2046875,0.1828125,0.8796992481203006,4.297767319061011,0.14027587890624998,6.6110351562499945,0.7123287671232876,0.6562835660580019,0.7162125530787504,1.0,66.0,0.0,0.6684039615117457,0.72238997616253,0.684599765906981,"('Spring Rolls',)=>('Milk Tea',)"
Coffee,Pasta,0.23125,0.234375,0.2015625,0.8716216216216216,3.7189189189189187,0.14736328125,5.963815789473683,0.7945205479452054,0.6332046332046332,0.5338674974642398,1.0,100.0,0.3541666666666667,0.6677490405831576,0.7141345443040095,0.6816646916994131,"('Coffee',)=>('Pasta',)"
Pasta,Coffee,0.234375,0.23125,0.2015625,0.86,3.7189189189189187,0.14736328125,5.491071428571428,0.7945205479452054,0.6,0.5338674974642398,1.0,100.0,0.3541666666666667,0.6577876506217677,0.7081922796315862,0.6729090393247132,"('Pasta',)=>('Coffee',)"
Iced Tea,Burger,0.2,0.209375,0.1734375,0.8671874999999999,4.141791044776118,0.1315625,5.952941176470583,0.6712328767123287,0.620535714285714,0.6670779223152531,1.0,71.0,0.052083333333333336,0.6423851035403266,0.7179559573681412,0.6650563596886709,"('Iced Tea',)=>('Burger',)"
Fish Fillet,Extra Rice,0.265625,0.45625,0.2453125,0.9235294117647058,2.024174053182917,0.12412109375,7.110576923076917,0.9863013698630136,0.7815126050420166,0.0,1.0,115.0,0.5104166666666666,0.6327557221518744,0.6804019930736407,0.6470496034284042,"('Fish Fillet',)=>('Extra Rice',)"
Soda,Extra Rice,0.2125,0.45625,0.2046875,0.9632352941176471,2.111200644641418,0.107734375,14.790000000000006,0.8082191780821917,0.8949579831932774,0.027414550434183272,1.0,108.0,0.4375,0.6307348681829673,0.6808445579906829,0.6457677751252819,"('Soda',)=>('Extra Rice',)"
Fruit Juice,Extra Rice,0.2671875,0.45625,0.2484375,0.9298245614035087,2.037971641432348,0.126533203125,7.748437499999987,1.0,0.7994987468671676,0.0043464264496040446,1.0,98.0,0.3333333333333333,0.6242695640058846,0.685060218710715,0.6425067604173337,"('Fruit Juice',)=>('Extra Rice',)"
Burger,Nuggets,0.209375,0.190625,0.171875,0.8208955223880596,4.3063371666258865,0.131962890625,4.5190104166666645,0.6643835616438356,0.48827292110874176,0.718912170682326,1.0,70.0,0.041666666666666664,0.6132532979986378,0.6833435488727924,0.6342803732608842,"('Burger',)=>('Nuggets',)"
Burger,Iced Tea,0.209375,0.2,0.1734375,0.8283582089552238,4.141791044776119,0.1315625,4.66086956521739,0.6712328767123287,0.5095948827292109,0.6670779223152533,1.0,71.0,0.052083333333333336,0.6091028540733757,0.6911987214155031,0.6337316142760139,"('Burger',)=>('Iced Tea',)"
Fried Chicken,Extra Rice,0.2234375,0.45625,0.209375,0.9370629370629371,2.0538365743845195,0.107431640625,8.639583333333336,0.8287671232876712,0.8201798201798203,0.009344094372283087,1.0,79.0,0.13541666666666666,0.5776850609712177,0.6388955324483153,0.596048202414347,"('Fried Chicken',)=>('Extra Rice',)"
Spaghetti,Spring Rolls,0.03125,0.2078125,0.0203125,0.65,3.1278195488721803,0.013818359375,2.263392857142857,0.0,0.0,0.3476632210450313,1.0,83.0,0.17708333333333334,0.25462413859459115,0.0,0.17823689701621379,"('Spaghetti',)=>('Spring Rolls',)"
"Coffee, Spring Rolls",Milk Tea,0.0225,0.17,0.02,0.888888888888889,5.228758169934641,0.016175000000000002,7.470000000000004,0.0,0.7517146776406037,1.0,0.0,111.0,0.46875,0.0,0.5223894032921811,0.15671682098765433,"('Coffee', 'Spring Rolls')=>('Milk Tea',)"
"Coffee, Milk Tea",Spring Rolls,0.0225,0.175,0.02,0.888888888888889,5.07936507936508,0.0160625,7.425000000000003,0.0,0.7517146776406037,0.9613850824649218,0.0,111.0,0.46875,0.0,0.5127356739084116,0.15382070217252347,"('Coffee', 'Milk Tea')=>('Spring Rolls',)"
Extra Rice,Fruit Juice,0.4525,0.2675,0.25,0.5524861878453039,2.0653689265245005,0.12895625,1.636820987654321,1.0,0.0,0.18233156366252076,1.0,98.0,0.3333333333333333,0.0,0.42891622424896353,0.12867486727468905,"('Extra Rice',)=>('Fruit Juice',)"
Chicken Rice,Extra Rice,0.04,0.4525,0.025,0.625,1.3812154696132597,0.0069,1.46,0.02173913043478261,0.16203703703703698,0.005492533026995983,0.0,70.0,0.041666666666666664,0.0,0.05849873712148328,0.01754962113644498,"('Chicken Rice',)=>('Extra Rice',)"
Water,Extra Rice,0.0325,0.4525,0.02,0.6153846153846154,1.3599660008499788,0.00529375,1.4235,0.0,0.1405508072174739,0.0,0.0,70.0,0.041666666666666664,0.0,0.04633190883190883,0.01389957264957265,"('Water',)=>('Extra Rice',)"
