antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,support_n,conf_n,lift_n,stability,profit,profit_n,score,recent_score,blend_score,key
Nuggets,Iced Tea,0.19895833333333332,0.20520833333333333,0.17916666666666667,0.9005235602094241,4.388338161426636,0.13833875868055556,7.989747807017549,0.7511961722488039,0.767888307155323,0.7973426786858461,1.0,93.0,0.28125,0.7580663962678192,0.7453044189319481,0.7542378030670578,"('Nuggets',)=>('Iced Tea',)"
Milk Tea,Spring Rolls,0.203125,0.20729166666666668,0.184375,0.9076923076923078,4.378817162736761,0.14226888020833334,8.587673611111121,0.7751196172248804,0.7846153846153848,0.7941732602616001,1.0,66.0,0.0,0.7389518538949915,0.7734161654949281,0.7492911473749724,"('Milk Tea',)=>('Spring Rolls',)"
"Fish Fillet, Fruit Juice",Extra Rice,0.22708333333333333,0.4625,0.22708333333333333,1.0,2.162162162162162,0.12205729166666666,999.0,0.9712918660287081,1.0,0.056277223526576915,1.0,162.0,1.0,0.7583276790873859,0.727806411710133,0.74917129887421,"('Fish Fillet', 'Fruit Juice')=>('Extra Rice',)"
Iced Tea,Nuggets,0.20520833333333333,0.19895833333333332,0.17916666666666667,0.8730964467005077,4.388338161426636,0.13833875868055556,6.312208333333336,0.7511961722488039,0.7038917089678512,0.7973426786858461,1.0,93.0,0.28125,0.7388674168115776,0.7730575878020586,0.7491244681087219,"('Iced Tea',)=>('Nuggets',)"
Fried Chicken,Soda,0.23958333333333334,0.23229166666666667,0.21770833333333334,0.908695652173913,3.9118736595827643,0.1620551215277778,8.408234126984125,0.9282296650717703,0.7869565217391303,0.6387337533165922,1.0,85.0,0.19791666666666666,0.7512079945319079,0.737780559047355,0.747179763886542,"('Fried Chicken',)=>('Soda',)"
Pasta,Coffee,0.22083333333333333,0.22395833333333334,0.19375,0.8773584905660378,3.917507678806494,0.14429253472222223,6.32772435897436,0.8181818181818182,0.7138364779874214,0.6406092460996377,1.0,100.0,0.3541666666666667,0.7233562852241662,0.7874606237270239,0.7425875867750235,"('Pasta',)=>('Coffee',)"
Spring Rolls,Milk Tea,0.20729166666666668,0.203125,0.184375,0.8894472361809045,4.378817162736761,0.14226888020833334,7.208096590909089,0.7751196172248804,0.7420435510887772,0.7941732602616001,1.0,66.0,0.0,0.7261803038370093,0.7670073844026027,0.7384284280066873,"('Spring Rolls',)=>('Milk Tea',)"
Brownie,Pasta,0.21770833333333334,0.22083333333333333,0.19270833333333334,0.8851674641148326,4.008305497878488,0.1446310763888889,6.78524305555556,0.8133971291866029,0.7320574162679427,0.6708346762274836,1.0,97.0,0.3229166666666667,0.732296986441241,0.7440758138872194,0.7358306346750345,"('Brownie',)=>('Pasta',)"
Pasta,Brownie,0.22083333333333333,0.21770833333333334,0.19270833333333334,0.8726415094339623,4.008305497878487,0.1446310763888889,6.1424382716049415,0.8133971291866029,0.7028301886792455,0.6708346762274833,1.0,97.0,0.3229166666666667,0.7235288181646318,0.7615454891187311,0.7349338194508614,"('Pasta',)=>('Brownie',)"
Coffee,Pasta,0.22395833333333334,0.22083333333333333,0.19375,0.8651162790697674,3.917507678806494,0.14429253472222223,5.776580459770114,0.8181818181818182,0.6852713178294573,0.6406092460996377,1.0,100.0,0.3541666666666667,0.714786737176777,0.7638163534576826,0.7294956220610486,"('Coffee',)=>('Pasta',)"
Brownie,Coffee,0.21770833333333334,0.22395833333333334,0.19479166666666667,0.8947368421052632,3.9951040391676864,0.14603407118055556,7.372395833333333,0.8229665071770335,0.7543859649122807,0.666440079838196,1.0,87.0,0.21875,0.7293941108686399,0.7185620519966113,0.7261444932070313,"('Brownie',)=>('Coffee',)"
"Fried Chicken, Soda",Extra Rice,0.21770833333333334,0.4625,0.21770833333333334,1.0,2.162162162162162,0.11701822916666667,999.0,0.9282296650717703,1.0,0.056277223526576915,1.0,136.0,0.7291666666666666,0.7226319055626649,0.7277636080718237,0.7241714163154125,"('Fried Chicken', 'Soda')=>('Extra Rice',)"
Nuggets,Burger,0.19895833333333332,0.21354166666666666,0.18020833333333333,0.9057591623036649,4.241603882007407,0.1377224392361111,8.345196759259261,0.7559808612440191,0.7801047120418848,0.7484967178987361,1.0,70.0,0.041666666666666664,0.7265184320027199,0.714251844014969,0.7228384556063946,"('Nuggets',)=>('Burger',)"
Iced Tea,Burger,0.20520833333333333,0.21354166666666666,0.18020833333333333,0.8781725888324873,4.112417976971648,0.13638780381944443,6.455512152777777,0.7559808612440191,0.715736040609137,0.7054923860098299,1.0,71.0,0.052083333333333336,0.6974984142673357,0.7485816467889267,0.712823384023813,"('Iced Tea',)=>('Burger',)"
Coffee,Brownie,0.22395833333333334,0.21770833333333334,0.19479166666666667,0.8697674418604651,3.9951040391676864,0.14603407118055556,6.006882440476187,0.8229665071770335,0.6961240310077519,0.666440079838196,1.0,87.0,0.21875,0.7119155306972813,0.7130096745974487,0.7122437738673315,"('Coffee',)=>('Brownie',)"
Burger,Nuggets,0.21354166666666666,0.19895833333333332,0.18020833333333333,0.8439024390243903,4.241603882007407,0.1377224392361111,5.131673177083336,0.7559808612440191,0.6357723577235774,0.7484967178987361,1.0,70.0,0.041666666666666664,0.6832187257072277,0.7089952103572132,0.6909516711022233,"('Burger',)=>('Nuggets',)"
Burger,Iced Tea,0.21354166666666666,0.20520833333333333,0.18020833333333333,0.8439024390243903,4.112417976971648,0.13638780381944443,5.091634114583336,0.7559808612440191,0.6357723577235774,0.7054923860098299,1.0,71.0,0.052083333333333336,0.673509309401668,0.7156359495495697,0.6861473014460384,"('Burger',)=>('Iced Tea',)"
Soda,Extra Rice,0.23229166666666667,0.4625,0.22395833333333334,0.9641255605381166,2.0845958065689008,0.11652343750000001,14.982812500000003,0.9569377990430622,0.9162929745889388,0.030456377990663475,1.0,108.0,0.4375,0.6676395466829599,0.669961016982483,0.6683359877728168,"('Soda',)=>('Extra Rice',)"
Fish Fillet,Extra Rice,0.24895833333333334,0.4625,0.23020833333333332,0.9246861924686192,1.9993214972294466,0.11506510416666664,7.136805555555547,0.985645933014354,0.824267782426778,0.002069653452750003,1.0,115.0,0.5104166666666666,0.6459686013607584,0.6356973390239876,0.6428872226597271,"('Fish Fillet',)=>('Extra Rice',)"
Fried Chicken,Extra Rice,0.23958333333333334,0.4625,0.225,0.9391304347826087,2.0305522914218566,0.11419270833333332,8.830357142857146,0.9617224880382775,0.8579710144927537,0.01246598452488019,1.0,79.0,0.13541666666666666,0.6163939647533684,0.6464575523333475,0.6254130410273621,"('Fried Chicken',)=>('Extra Rice',)"
Fruit Juice,Extra Rice,0.253125,0.4625,0.23333333333333334,0.9218106995884774,1.9931042153264376,0.11626302083333334,6.8743421052631595,1.0,0.8175582990397806,0.0,1.0,98.0,0.3333333333333333,0.6286008230452675,0.6176429937104093,0.6253134742448101,"('Fruit Juice',)=>('Extra Rice',)"
"Milk Tea, Spaghetti",Spring Rolls,0.015625,0.20729166666666668,0.015625,1.0,4.824120603015075,0.012386067708333334,999.0,0.0,1.0,0.9424090676563742,0.0,123.0,0.59375,0.5949772669140935,0.0,0.41648408683986543,"('Milk Tea', 'Spaghetti')=>('Spring Rolls',)"
"Coffee, Milk Tea",Spring Rolls,0.01875,0.20729166666666668,0.015625,0.8333333333333334,4.0201005025125625,0.01173828125,4.756250000000001,0.0,0.6111111111111113,0.6747610820824763,1.0,111.0,0.46875,0.5488986038539525,0.0,0.3842290226977667,"('Coffee', 'Milk Tea')=>('Spring Rolls',)"
"Spaghetti, Spring Rolls",Milk Tea,0.016666666666666666,0.203125,0.015625,0.9375,4.615384615384615,0.012239583333333333,12.75,0.0,0.8541666666666666,0.8729235329400737,0.0,123.0,0.59375,0.5338558832350184,0.0,0.37369911826451285,"('Spaghetti', 'Spring Rolls')=>('Milk Tea',)"
"Coffee, Spring Rolls",Milk Tea,0.019791666666666666,0.203125,0.015625,0.7894736842105263,3.8866396761133606,0.011604817708333333,3.78515625,0.0,0.5087719298245614,0.630333683667376,1.0,111.0,0.46875,0.5070899998642124,0.0,0.3549629999049487,"('Coffee', 'Spring Rolls')=>('Milk Tea',)"
"Sisig Rice, Spring Rolls",Milk Tea,0.02,0.195,0.02,1.0,5.128205128205128,0.0161,999.0,0.0,1.0,1.0,0.0,97.0,0.38095238095238093,0.0,0.5880952380952381,0.17642857142857143,"('Sisig Rice', 'Spring Rolls')=>('Milk Tea',)"
"Milk Tea, Sisig Rice",Spring Rolls,0.02,0.1975,0.02,1.0,5.063291139240506,0.016050000000000002,999.0,0.0,1.0,0.9789803739403089,0.0,97.0,0.38095238095238093,0.0,0.5828403315803153,0.1748520994740946,"('Milk Tea', 'Sisig Rice')=>('Spring Rolls',)"
Spaghetti,Spring Rolls,0.029166666666666667,0.20729166666666668,0.016666666666666666,0.5714285714285714,2.7566403445800427,0.01062065972222222,1.8496527777777776,0.00478468899521531,0.0,0.25417139046635084,1.0,83.0,0.17708333333333334,0.23220811874896408,0.0,0.16254568312427484,"('Spaghetti',)=>('Spring Rolls',)"
Extra Rice,Fruit Juice,0.4525,0.2275,0.21,0.46408839779005523,2.039949001274968,0.10705624999999999,1.4414690721649481,0.8539325842696629,0.02020202020202025,0.0,1.0,98.0,0.3904761904761905,0.0,0.3658947419621577,0.10976842258864732,"('Extra Rice',)=>('Fruit Juice',)"
Extra Rice,"Fried Chicken, Soda",0.4525,0.23,0.23,0.5082872928176796,2.2099447513812156,0.125925,1.5659550561797755,0.9438202247191012,0.10101010101010115,0.05504587155963307,0.0,136.0,0.7523809523809524,0.0,0.30806663837485415,0.09241999151245624,"('Extra Rice',)=>('Fried Chicken', 'Soda')"
Extra Rice,Soda,0.4525,0.2575,0.2425,0.5359116022099447,2.081210105669688,0.12598125,1.599910714285714,1.0,0.15151515151515152,0.013360648436804052,0.0,108.0,0.4857142857142857,0.0,0.29736613613517504,0.08920984084055252,"('Extra Rice',)=>('Soda',)"
Extra Rice,Fried Chicken,0.4525,0.2525,0.24,0.5303867403314917,2.100541545867294,0.12574375,1.591735294117647,0.9887640449438202,0.14141414141414144,0.019620310654918666,0.0,79.0,0.20952380952380953,0.0,0.2660345100291171,0.07981035300873512,"('Extra Rice',)=>('Fried Chicken',)"
Extra Rice,Fish Fillet,0.4525,0.22,0.205,0.4530386740331491,2.059266700150678,0.10544999999999999,1.426060606060606,0.8314606741573034,0.0,0.006255212677230978,0.0,115.0,0.5523809523809524,0.0,0.22309403323886368,0.0669282099716591,"('Extra Rice',)=>('Fish Fillet',)"
Sisig Rice,"Milk Tea, Spring Rolls",0.04,0.18,0.02,0.5,2.7777777777777777,0.0128,1.6400000000000001,0.0,0.08585858585858594,0.23891437308868502,0.0,97.0,0.38095238095238093,0.0,0.12358140712498514,0.03707442213749554,"('Sisig Rice',)=>('Milk Tea', 'Spring Rolls')"
Sisig Rice,Milk Tea,0.04,0.195,0.02,0.5,2.564102564102564,0.012199999999999999,1.6099999999999999,0.0,0.08585858585858594,0.1697247706422018,0.0,71.0,0.13333333333333333,0.0,0.08152210175145956,0.024456630525437867,"('Sisig Rice',)=>('Milk Tea',)"
Sisig Rice,Spring Rolls,0.04,0.1975,0.02,0.5,2.531645569620253,0.0121,1.605,0.0,0.08585858585858594,0.1592149576123562,0.0,57.0,0.0,0.0,0.06556131516066484,0.01966839454819945,"('Sisig Rice',)=>('Spring Rolls',)"
